#1 arg remaining, starting with 'cubic_100BDP.pcap'
#Ostermann's tcptrace -- version 6.6.7 -- Thu Nov  4, 2004

#14163 packets seen, 14163 TCP packets traced
#elapsed wallclock time: 0:00:00.160196, 88410 pkts/sec analyzed
#trace file elapsed time: 0:02:58.905649
#TCP connection info:
#1416 TCP connections traced:
conn_#,host_a,host_b,port_a,port_b,first_packet,last_packet,total_packets_a2b,total_packets_b2a,resets_sent_a2b,resets_sent_b2a,ack_pkts_sent_a2b,ack_pkts_sent_b2a,pure_acks_sent_a2b,pure_acks_sent_b2a,sack_pkts_sent_a2b,sack_pkts_sent_b2a,dsack_pkts_sent_a2b,dsack_pkts_sent_b2a,max_sack_blks/ack_a2b,max_sack_blks/ack_b2a,unique_bytes_sent_a2b,unique_bytes_sent_b2a,actual_data_pkts_a2b,actual_data_pkts_b2a,actual_data_bytes_a2b,actual_data_bytes_b2a,rexmt_data_pkts_a2b,rexmt_data_pkts_b2a,rexmt_data_bytes_a2b,rexmt_data_bytes_b2a,zwnd_probe_pkts_a2b,zwnd_probe_pkts_b2a,zwnd_probe_bytes_a2b,zwnd_probe_bytes_b2a,outoforder_pkts_a2b,outoforder_pkts_b2a,pushed_data_pkts_a2b,pushed_data_pkts_b2a,SYN/FIN_pkts_sent_a2b,SYN/FIN_pkts_sent_b2a,req_1323_ws/ts_a2b,req_1323_ws/ts_b2a,adv_wind_scale_a2b,adv_wind_scale_b2a,req_sack_a2b,req_sack_b2a,sacks_sent_a2b,sacks_sent_b2a,urgent_data_pkts_a2b,urgent_data_pkts_b2a,urgent_data_bytes_a2b,urgent_data_bytes_b2a,mss_requested_a2b,mss_requested_b2a,max_segm_size_a2b,max_segm_size_b2a,min_segm_size_a2b,min_segm_size_b2a,avg_segm_size_a2b,avg_segm_size_b2a,max_win_adv_a2b,max_win_adv_b2a,min_win_adv_a2b,min_win_adv_b2a,zero_win_adv_a2b,zero_win_adv_b2a,avg_win_adv_a2b,avg_win_adv_b2a,initial_window_bytes_a2b,initial_window_bytes_b2a,initial_window_pkts_a2b,initial_window_pkts_b2a,ttl_stream_length_a2b,ttl_stream_length_b2a,missed_data_a2b,missed_data_b2a,truncated_data_a2b,truncated_data_b2a,truncated_packets_a2b,truncated_packets_b2a,data_xmit_time_a2b,data_xmit_time_b2a,idletime_max_a2b,idletime_max_b2a,hardware_dups_a2b,hardware_dups_b2a,throughput_a2b,throughput_b2a,RTT_samples_a2b,RTT_samples_b2a,RTT_min_a2b,RTT_min_b2a,RTT_max_a2b,RTT_max_b2a,RTT_avg_a2b,RTT_avg_b2a,RTT_stdev_a2b,RTT_stdev_b2a,RTT_from_3WHS_a2b,RTT_from_3WHS_b2a,RTT_full_sz_smpls_a2b,RTT_full_sz_smpls_b2a,RTT_full_sz_min_a2b,RTT_full_sz_min_b2a,RTT_full_sz_max_a2b,RTT_full_sz_max_b2a,RTT_full_sz_avg_a2b,RTT_full_sz_avg_b2a,RTT full_sz_stdev_a2b,RTT_full_sz_stdev_b2a,post-loss_acks_a2b,post-loss_acks_b2a,ambiguous_acks_a2b,ambiguous_acks_b2a,RTT_min_(last)_a2b,RTT_min_(last)_b2a,RTT_max_(last)_a2b,RTT_max_(last)_b2a,RTT_avg_(last)_a2b,RTT_avg_(last)_b2a,RTT_sdv_(last)_a2b,RTT_sdv_(last)_b2a,segs_cum_acked_a2b,segs_cum_acked_b2a,duplicate_acks_a2b,duplicate_acks_b2a,triple_dupacks_a2b,triple_dupacks_b2a,max_#_retrans_a2b,max_#_retrans_b2a,min_retr_time_a2b,min_retr_time_b2a,max_retr_time_a2b,max_retr_time_b2a,avg_retr_time_a2b,avg_retr_time_b2a,sdv_retr_time_a2b,sdv_retr_time_b2a,

1,10.0.1.1,10.0.0.1,80,35176,1693942201.463280 , 1693942201.618851 ,              4,              5,              0,              0,              4,              5,              1,              3,              0,              0,              0,              0,              0,              0,            487,            138,              1,              1,            487,            138,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              1,              1,            1/1,            0/1,            Y/Y,            N/Y,              0,              0,              Y,              N,              0,              0,              0,              0,              0,              0,           1460,              0,            487,            138,            487,            138,            486,            137,          65535,             17,             17,             16,              0,              0,          16396,             16,            487,              0,              1,              0,            487,             NA,              0,             NA,              0,              0,              0,              0,          0.000,          0.000,           79.7,           78.9,              0,              0,           3130,            887,              3,              2,            0.0,           75.1,            0.1,           78.9,            0.0,           77.0,            0.0,            0.0,            0.1,            0.0,              2,              1,            0.0,           78.9,            0.1,           78.9,            0.0,           78.9,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              1,              0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
2,10.0.0.1,10.0.1.1,35184,80,1693942201.526082 , 1693942201.774701 ,              6,              4,              0,              0,              5,              4,              3,              1,              0,              0,              0,              0,              0,              0,            138,            487,              1,              1,            138,            487,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              1,              1,            1/1,            1/1,            Y/Y,            Y/Y,             12,             12,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,            138,            487,            138,            487,            137,            486,          69632,          69632,          65536,          69632,              0,              0,          67993,          69632,            138,            487,              1,              1,            138,            487,              0,              0,              0,              0,              0,              0,          0.000,          0.000,           86.8,           87.6,              0,              0,            555,           1959,              3,              3,           78.4,            0.0,           86.8,            0.0,           82.5,            0.0,            4.2,            0.0,           78.4,            0.0,              2,              2,           78.4,            0.0,           86.8,            0.0,           82.6,            0.0,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              0,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
3,10.0.0.1,10.0.1.1,35198,80,1693942201.627732 , 1693942201.891954 ,              6,              4,              0,              0,              5,              4,              3,              1,              0,              0,              0,              0,              0,              0,            138,            487,              1,              1,            138,            487,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              1,              1,            1/1,            1/1,            Y/Y,            Y/Y,             12,             12,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,            138,            487,            138,            487,            137,            486,          69632,          69632,          65536,          69632,              0,              0,          67993,          69632,            138,            487,              1,              1,            138,            487,              0,              0,              0,              0,              0,              0,          0.000,          0.000,           92.3,           93.1,              0,              0,            522,           1843,              3,              3,           83.0,            0.0,           92.3,            0.0,           87.6,            0.0,            4.6,            0.0,           83.0,            0.0,              2,              2,           83.0,            0.0,           92.3,            0.0,           87.6,            0.0,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              0,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
4,10.0.0.1,10.0.1.1,35206,80,1693942201.640514 , 1693942201.906611 ,              6,              4,              0,              0,              5,              4,              3,              1,              0,              0,              0,              0,              0,              0,            138,            487,              1,              1,            138,            487,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              1,              1,            1/1,            1/1,            Y/Y,            Y/Y,             12,             12,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,            138,            487,            138,            487,            137,            486,          69632,          69632,          65536,          69632,              0,              0,          67993,          69632,            138,            487,              1,              1,            138,            487,              0,              0,              0,              0,              0,              0,          0.000,          0.000,           92.6,           93.5,              0,              0,            519,           1830,              3,              3,           83.8,            0.0,           92.6,            0.0,           88.2,            0.0,            4.4,            0.0,           83.8,            0.0,              2,              2,           83.8,            0.0,           92.6,            0.0,           88.2,            0.0,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              0,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
5,10.0.0.1,10.0.1.1,35216,80,1693942201.845992 , 1693942202.144805 ,              6,              4,              0,              0,              5,              4,              3,              1,              0,              0,              0,              0,              0,              0,            138,            487,              1,              1,            138,            487,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              1,              1,            1/1,            1/1,            Y/Y,            Y/Y,             12,             12,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,            138,            487,            138,            487,            137,            486,          69632,          69632,          65536,          69632,              0,              0,          67993,          69632,            138,            487,              1,              1,            138,            487,              0,              0,              0,              0,              0,              0,          0.000,          0.000,          104.1,          105.0,              0,              0,            462,           1630,              3,              3,           94.2,            0.0,          104.1,            0.0,           99.1,            0.0,            4.9,            0.0,           94.2,            0.0,              2,              2,           94.2,            0.0,          104.1,            0.0,           99.2,            0.0,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              0,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
6,10.0.0.1,10.0.1.1,35232,80,1693942201.887773 , 1693942202.192749 ,              6,              4,              0,              0,              5,              4,              3,              1,              0,              0,              0,              0,              0,              0,            138,            487,              1,              1,            138,            487,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              1,              1,            1/1,            1/1,            Y/Y,            Y/Y,             12,             12,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,            138,            487,            138,            487,            137,            486,          69632,          69632,          65536,          69632,              0,              0,          67993,          69632,            138,            487,              1,              1,            138,            487,              0,              0,              0,              0,              0,              0,          0.000,          0.000,          106.4,          107.2,              0,              0,            452,           1597,              3,              3,           96.0,            0.0,          106.4,            0.0,          101.2,            0.0,            5.2,            0.0,           96.0,            0.0,              2,              2,           96.0,            0.0,          106.4,            0.0,          101.2,            0.0,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              0,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
7,10.0.0.1,10.0.1.1,35244,80,1693942202.143340 , 1693942202.489262 ,              6,              4,              0,              0,              5,              4,              3,              1,              0,              0,              0,              0,              0,              0,            138,            487,              1,              1,            138,            487,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              1,              1,            1/1,            1/1,            Y/Y,            Y/Y,             12,             12,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,            138,            487,            138,            487,            137,            486,          69632,          69632,          65536,          69632,              0,              0,          67993,          69632,            138,            487,              1,              1,            138,            487,              0,              0,              0,              0,              0,              0,          0.000,          0.000,          120.6,          121.3,              0,              0,            399,           1408,              3,              3,          109.2,            0.0,          120.6,            0.0,          114.9,            0.0,            5.7,            0.0,          109.2,            0.0,              2,              2,          109.2,            0.0,          120.6,            0.0,          114.9,            0.0,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              0,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
8,10.0.0.1,10.0.1.1,35250,80,1693942202.235178 , 1693942202.595535 ,              6,              4,              0,              0,              5,              4,              3,              1,              0,              0,              0,              0,              0,              0,            138,            487,              1,              1,            138,            487,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              1,              1,            1/1,            1/1,            Y/Y,            Y/Y,             12,             12,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,            138,            487,            138,            487,            137,            486,          69632,          69632,          65536,          69632,              0,              0,          67993,          69632,            138,            487,              1,              1,            138,            487,              0,              0,              0,              0,              0,              0,          0.000,          0.000,          125.9,          126.7,              0,              0,            383,           1351,              3,              3,          113.8,            0.0,          125.8,            0.0,          119.6,            0.0,            6.0,            0.0,          113.8,            0.0,              2,              2,          113.8,            0.0,          125.8,            0.0,          119.8,            0.0,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              0,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
9,10.0.0.1,10.0.1.1,35260,80,1693942202.298431 , 1693942202.669111 ,              6,              4,              0,              0,              5,              4,              3,              1,              0,              0,              0,              0,              0,              0,            138,            487,              1,              1,            138,            487,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              1,              1,            1/1,            1/1,            Y/Y,            Y/Y,             12,             12,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,            138,            487,            138,            487,            137,            486,          69632,          69632,          65536,          69632,              0,              0,          67993,          69632,            138,            487,              1,              1,            138,            487,              0,              0,              0,              0,              0,              0,          0.000,          0.000,          129.3,          130.0,              0,              0,            372,           1314,              3,              3,          117.1,            0.0,          129.3,            0.0,          123.1,            0.0,            6.1,            0.0,          117.1,            0.0,              2,              2,          117.1,            0.0,          129.3,            0.0,          123.2,            0.0,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              0,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
